blob,exports,arch,bits,endian,machine,osabi,has_sensor_open_lib,has_eeprom_open_lib,has_actuator_open_lib,deps
libmmjpeg.so,202,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libfastcvopt.so;liblog.so;libutils.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmosal.so,111,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libutils.so;libcutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;7 libraries
libmmqjpeg_codec.so,421,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libdl.so;libcutils.so;liblog.so;libmmjpeg.so;libmmqjpegdma.so;libfastcvopt.so;libcrypto.so;libc++.so;libc.so;libm.so;10 libraries
libmmqjpegdma.so,218,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libdl.so;libcutils.so;liblog.so;libc++.so;libc.so;libm.so;6 libraries
libmulawdec.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libc++.so;libc.so;libm.so;libdl.so;4 libraries
libnetmgr.so,97,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libdsutils.so;libconfigdb.so;libdiag.so;libcutils.so;liblog.so;libhardware_legacy.so;libc++.so;libc.so;libm.so;libdl.so;10 libraries
libnetmgr_common.so,58,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libdsutils.so;libconfigdb.so;libdiag.so;libcutils.so;liblog.so;libnetmgr.so;libqmi_cci.so;libqmiservices.so;libc++.so;libc.so;libm.so;libdl.so;12 libraries
libnetmgr_nr_fusion.so,6,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libdsutils.so;libconfigdb.so;libdiag.so;libcutils.so;liblog.so;libnetmgr.so;libnetmgr_common.so;libqmiservices.so;libc++.so;libc.so;libm.so;libdl.so;12 libraries
libnetmgr_rmnet_ext.so,5,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libdsutils.so;libconfigdb.so;libdiag.so;libcutils.so;liblog.so;libnetmgr.so;libnetmgr_common.so;librmnetctl.so;libc++.so;libc.so;libm.so;libdl.so;12 libraries
libnlnetmgr.so,60,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libdsutils.so;libconfigdb.so;libdiag.so;libcutils.so;liblog.so;libnetmgr.so;libnetmgr_common.so;libc++.so;libc.so;libm.so;libdl.so;11 libraries
liboemcrypto.so,124,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libion.so;libutils.so;libcutils.so;liblog.so;libQSEEComAPI.so;libhdcpsrm.so;libcpion.so;libhidlbase.so;vendor.display.config@1.0.so;libc++.so;libc.so;libm.so;libdl.so;13 libraries
libois_lc898122.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
liboptizoom.so,14,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libz.so;libdl.so;liblog.so;libm.so;libstdc++.so;libc.so;6 libraries
libpal_net_if.so,15,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;libcutils.so;libgps.utils.so;liblog.so;libandroid_net.so;libcrypto.so;libssl.so;libc++.so;libc.so;libm.so;libdl.so;11 libraries
libpdmapper.so,12,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;libutils.so;liblog.so;libjson.so;libqmi_cci.so;libqmi_common_so.so;libqmi_encdec.so;libc++.so;libc.so;libm.so;libdl.so;11 libraries
libperfconfig.so,37,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;liblog.so;libcutils.so;libxml2.so;libqti-util.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
libperfgluelayer.so,31,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;liblog.so;libcutils.so;libperfconfig.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
libperfioctl.so,4,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;liblog.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;7 libraries
libperipheral_client.so,86,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;libutils.so;liblog.so;libbinder.so;libmdmdetect.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
libq3dtools_adreno.so,421,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libgsl.so;libc++.so;libc.so;libm.so;libdl.so;7 libraries
libq3dtools_esx.so,182,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libz.so;libdl.so;libc++.so;libc.so;libm.so;7 libraries
libqcc_file_agent.so,8,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libutils.so;libbase.so;libfmq.so;libhidlbase.so;vendor.qti.hardware.qccsyshal@1.0.so;libc++.so;libc.so;libm.so;libdl.so;11 libraries
libqcmaputils.so,17,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libdiag.so;libdsutils.so;libc++.so;libc.so;libm.so;libdl.so;6 libraries
libqcompostprocbundle.so,12,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libtinyalsa.so;libdl.so;libc++.so;libc.so;libm.so;7 libraries
libqcomvisualizer.so,9,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libdl.so;libtinyalsa.so;libc++.so;libc.so;libm.so;7 libraries
libqcomvoiceprocessing.so,7,arch     arm,bits     32,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libdl.so;libc++.so;libc.so;libm.so;5 libraries
libqcrilFramework.so,288,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libdiag.so;liblog.so;qtimutex.so;libril-qc-logger.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
libqcrildatactl.so,64,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libqmi_cci.so;libqmiservices.so;libc++.so;libc.so;libm.so;libdl.so;6 libraries
libqdi.so,77,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libdiag.so;libdsutils.so;libqmiservices.so;libqmi_cci.so;libqmi_common_so.so;libqmi_client_qmux.so;libqmi_client_helper.so;libqmi.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;13 libraries
libqdp.so,65,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libdiag.so;libdsutils.so;libcutils.so;libqmiservices.so;libqmi_cci.so;libqmi_common_so.so;libqmi_client_helper.so;libc++.so;libc.so;libm.so;libdl.so;11 libraries
libqisl.so,31,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libQSEEComAPI.so;libc++.so;libc.so;libm.so;libdl.so;7 libraries
libqmi.so,256,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;libqmi_client_qmux.so;libdiag.so;libdsutils.so;libqmiservices.so;libidl.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;11 libraries
libqmi_cci.so,45,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libutils.so;libqmi_encdec.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
libqmi_client_helper.so,7,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;libdiag.so;libdsutils.so;libqmiservices.so;libqmi_client_qmux.so;libqmi_cci.so;libidl.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;12 libraries
libqmi_client_qmux.so,43,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libdiag.so;libdsutils.so;libqmiservices.so;libidl.so;liblog.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;10 libraries
libqmi_common_so.so,4,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so;6 libraries
libqmi_csi.so,31,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;libutils.so;libqmi_encdec.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
libqmi_encdec.so,20,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so;6 libraries
libqmiservices.so,85,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libidl.so;libc++.so;libc.so;libm.so;libdl.so;5 libraries
libqomx_jpegdec.so,125,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libdl.so;libmmqjpeg_codec.so;libmmjpeg.so;libc++.so;libc.so;libm.so;7 libraries
libqomx_jpegenc.so,162,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libdl.so;libmmjpeg.so;libmmqjpeg_codec.so;libc++.so;libc.so;libm.so;7 libraries
libqomx_jpegenc_pipe.so,170,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libdl.so;libmmqjpeg_codec.so;libmmjpeg.so;libmmqjpegdma.so;libc++.so;libc.so;libm.so;8 libraries
libqrtr.so,16,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libc++.so;libc.so;libm.so;libdl.so;4 libraries
libqsocket.so,4,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libc++.so;libc.so;libm.so;libdl.so;4 libraries
libqti-perfd-client.so,38,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libutils.so;liblog.so;vendor.qti.hardware.perf@2.2.so;libhidlbase.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
libqti-perfd.so,329,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libutils.so;libxml2.so;libqti-util.so;libhidlbase.so;vendor.qti.hardware.perf@2.0.so;libbase.so;libthermalclient.so;libqti-perfd-client.so;libperfconfig.so;libperfgluelayer.so;libdisplayconfig.qti.so;libperfioctl.so;vendor.qti.memory.pasrmanager@1.1.so;libc++.so;libc.so;libm.so;libdl.so;19 libraries
libqti-util.so,30,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;libutils.so;libxml2.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
libqtigef.so,20,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;6 libraries
librcc.so,84,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;libcutils.so;liblog.so;libdiag.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
libremosaic_daemon.so,12,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libdl.so;libcutils.so;liblog.so;libc++.so;libc.so;libm.so;6 libraries
libreverbwrapper.so,7,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libdl.so;libc++.so;libc.so;libm.so;5 libraries
libril-qc-hal-qmi.so,7841,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;vendor.qti.hardware.radio.ims@1.0.so;vendor.qti.hardware.radio.ims@1.1.so;vendor.qti.hardware.radio.ims@1.2.so;vendor.qti.hardware.radio.ims@1.3.so;vendor.qti.hardware.radio.ims@1.4.so;vendor.qti.hardware.radio.ims@1.5.so;vendor.qti.hardware.radio.ims@1.6.so;vendor.qti.hardware.radio.ims@1.7.so;vendor.qti.hardware.radio.am@1.0.so;vendor.qti.hardware.radio.qcrilhook@1.0.so;vendor.qti.hardware.radio.uim@1.0.so;vendor.qti.hardware.radio.uim@1.1.so;vendor.qti.hardware.radio.uim@1.2.so;vendor.qti.hardware.radio.uim_remote_server@1.0.so;vendor.qti.hardware.radio.uim_remote_client@1.0.so;vendor.qti.hardware.radio.uim_remote_client@1.1.so;vendor.qti.hardware.radio.uim_remote_client@1.2.so;vendor.qti.hardware.radio.lpa@1.0.so;vendor.qti.hardware.radio.lpa@1.1.so;vendor.qti.hardware.radio.lpa@1.2.so;vendor.qti.hardware.radio.qtiradio@1.0.so;vendor.qti.hardware.radio.qtiradio@2.0.so;vendor.qti.hardware.radio.qtiradio@2.1.so;vendor.qti.hardware.radio.qtiradio@2.2.so;vendor.qti.hardware.radio.qtiradio@2.3.so;vendor.qti.hardware.radio.qtiradio@2.4.so;android.hardware.radio@1.0.so;android.hardware.radio.config@1.0.so;android.hardware.radio.config@1.1.so;android.hardware.radio.config@1.2.so;libqcrilFramework.so;android.hardware.secure_element@1.0.so;android.hardware.secure_element@1.1.so;android.hardware.secure_element@1.2.so;vendor.qti.hardware.radio.internal.deviceinfo@1.0.so;libdsutils.so;libcutils.so;liblog.so;libutils.so;qcrild_librilutils.so;libqmi_cci.so;libqmi_client_qmux.so;libdiag.so;libhardware_legacy.so;libqmiservices.so;librilqmiservices.so;libqmi_client_helper.so;libidl.so;libtime_genoff.so;libsqlite.so;libbinder.so;libmdmdetect.so;libperipheral_client.so;libril-qc-logger.so;android.hardware.radio@1.1.so;android.hardware.radio@1.2.so;android.hardware.radio@1.3.so;android.hardware.radio@1.4.so;android.hardware.radio@1.5.so;android.hardware.radio.deprecated@1.0.so;qtimutex.so;libprotobuf-cpp-full-3.9.1.so;libvndksupport.so;libbase.so;libz.so;libqdi.so;libnetmgr.so;libconfigdb.so;libxml.so;qtibus.so;libsystem_health_mon.so;libxml2.so;libdsi_netctrl.so;libqdp.so;liblqe.so;vendor.qti.hardware.data.iwlan@1.0.so;vendor.qti.hardware.data.connection@1.0.so;vendor.qti.hardware.data.connection@1.1.so;libc++.so;libc.so;libm.so;libdl.so;83 libraries
libril-qc-logger.so,77,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];liblog.so;libcutils.so;libc++.so;libdiag.so;libc.so;libm.so;libdl.so;7 libraries
librilqmiservices.so,9,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libqmi_common_so.so;libc++.so;libc.so;libm.so;libdl.so;5 libraries
librpmb.so,70,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;libQSEEComAPI.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;7 libraries
libscalar.so,30,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libsdmutils.so;libc++.so;libc.so;libm.so;libdl.so;5 libraries
libscveObjectSegmentation_skel.so,39,arch     hexagon,bits     32,endian   little,machine  QUALCOMM DSP6 Processor,os       linux,False,False,False,[Linked libraries];libc.so;libdspCV_skel.so;libapps_mem_heap.so;libgcc.so;4 libraries
libscveT2T_skel.so,248,arch     hexagon,bits     32,endian   little,machine  QUALCOMM DSP6 Processor,os       linux,False,False,False,[Linked libraries];libc.so;libdspCV_skel.so;libapps_mem_heap.so;libgcc.so;4 libraries
libsdedrm.so,104,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libdrm.so;libdrmutils.so;libc++.so;libc.so;libm.so;libdl.so;6 libraries
libsdm-color.so,398,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];liblog.so;libcutils.so;libbinder.so;libutils.so;libsdmutils.so;libtinyxml2_1.so;libc++.so;libc.so;libm.so;libdl.so;10 libraries
libsdm-diag.so,91,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libdiag.so;libsdmutils.so;libbinder.so;libc++.so;libc.so;libm.so;libdl.so;7 libraries
libsdm-disp-vndapis.so,97,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libsdmutils.so;libqservice.so;libbinder.so;libcutils.so;libutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;10 libraries
libsdmextension.so,522,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libsdmutils.so;libc++.so;libc.so;libm.so;libdl.so;5 libraries
libsecureui.so,53,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;liblog.so;libQSEEComAPI.so;libStDrvInt.so;libhidlbase.so;libbinder.so;libdisplayconfig.qti.so;libion.so;libsecureui_svcsock.so;vendor.display.config@1.0.so;libc++.so;libc.so;libm.so;libdl.so;14 libraries
libsecureui_svcsock.so,67,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;libcutils.so;liblog.so;libhidlbase.so;vendor.qti.hardware.tui_comm@1.0.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
libseemore.so,35,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libz.so;libdl.so;liblog.so;libm.so;libstdc++.so;libc.so;6 libraries
libsensor1.so,176,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libqmi_common_so.so;libqmi_cci.so;libqmi_encdec.so;libutils.so;libcutils.so;libdiag.so;libc++.so;libc.so;libm.so;libdl.so;11 libraries
libsensor_reg.so,13,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;libcutils.so;liblog.so;libsensor1.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
libsmwrapper.so,7,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;6 libraries
libsoc_helper.so,4,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libc.so;libm.so;libdl.so;5 libraries
libssd.so,6,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;libcutils.so;libdiag.so;liblog.so;libQSEEComAPI.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
libsurround_3mic_proc.so,352,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libc++.so;libc.so;libm.so;libdl.so;4 libraries
libswvdec.so,196,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;6 libraries
libsynergy_loc_api.so,128,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;libcutils.so;libqmi_cci.so;libqmi_common_so.so;libloc_core.so;libgps.utils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;11 libraries
libsys_info_cache.so,17,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;libcutils.so;libgps.utils.so;libloc_core.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
libsysmon_cdsp_skel.so,7,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libc++.so;libc.so;libm.so;libdl.so;5 libraries
libsystem_health_mon.so,4,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;libutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;7 libraries
libthermalclient.so,18,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;6 libraries
libtime_genoff.so,6,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libc.so;libcutils.so;liblog.so;libc++.so;libm.so;libdl.so;6 libraries
libtinyxml2_1.so,201,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libc++.so;libc.so;libm.so;libdl.so;4 libraries
libtrueportrait.so,32,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libz.so;libdl.so;liblog.so;libm.so;libstdc++.so;libc.so;6 libraries
libts_detected_face_hal.so,229,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libstdc++.so;libm.so;libc.so;libdl.so;5 libraries
libts_face_beautify_hal.so,293,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libGLESv2.so;libEGL.so;libstdc++.so;libm.so;libc.so;libdl.so;7 libraries
libubifocus.so,14,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libdl.so;libz.so;libc.so;libm.so;libstdc++.so;6 libraries
libvendor.goodix.hardware.fingerprint@1.0-service.so,401,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;libcutils.so;liblzma.so;libc.so;libc++.so;libbase.so;libdl.so;libhardware.so;libcrypto.so;liblog.so;libhidlbase.so;libhidltransport.so;libhwbinder.so;android.hardware.keymaster@3.0.so;libvendor.goodix.hardware.fingerprint@1.0.so;libgf_hal.so;libgf_ca.so;libQSEEComAPI.so;libm.so;19 libraries
libvendor.goodix.hardware.fingerprint@1.0.so,499,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;libhidltransport.so;libhwbinder.so;liblog.so;libutils.so;libcutils.so;libc++.so;libdl.so;libc.so;libm.so;10 libraries
libvisualizer.so,7,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libdl.so;libc++.so;libc.so;libm.so;6 libraries
libvolumelistener.so,21,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libaudioutils.so;libc++.so;libc.so;libm.so;libdl.so;7 libraries
libvpplibrary.so,141,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libutils.so;liblog.so;libqdMetaData.so;libion.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
libwfdcommonutils_proprietary.so,108,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libmmosal.so;liblog.so;libutils.so;libcutils.so;libion.so;libwfddisplayconfig_proprietary.so;libc++.so;libc.so;libm.so;libdl.so;10 libraries
libwfdmmservice.so,157,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libmmosal.so;liblog.so;libutils.so;libcutils.so;libbinder.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
libwms.so,148,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcne.so;libqmiservices.so;libqmi_cci.so;liblog.so;libcneoplookup.so;libandroid_net.so;libutils.so;vendor.qti.hardware.data.cne.internal.api@1.0.so;vendor.qti.hardware.data.cne.internal.server@1.0.so;vendor.qti.hardware.data.latency@1.0.so;vendor.qti.latency@2.0.so;vendor.qti.hardware.mwqemadapter@1.0.so;libc++.so;libc.so;libm.so;libdl.so;16 libraries
libwqe.so,1264,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libbinder.so;libcutils.so;libnetutils.so;libutils.so;liblog.so;libsqlite.so;libcneapiclient.so;libcne.so;libnl.so;libxml.so;libxml2.so;libandroid_net.so;libqti_vndfwk_detect.so;vendor.qti.hardware.data.cne.internal.server@1.0.so;vendor.qti.hardware.data.cne.internal.api@1.0.so;vendor.qti.hardware.mwqemadapter@1.0.so;libwpa_client.so;libc++.so;libc.so;libm.so;libdl.so;21 libraries
libwvdrmengine.so,2770,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libbase.so;libcrypto.so;liblog.so;libprotobuf-cpp-lite-3.9.1.so;libstagefright_foundation.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so;10 libraries
libwvhidl.so,2866,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];android.hardware.drm@1.0.so;android.hardware.drm@1.1.so;android.hardware.drm@1.2.so;android.hardware.drm@1.3.so;android.hidl.memory@1.0.so;libbase.so;libcrypto.so;libhidlbase.so;libhidlmemory.so;liblog.so;libprotobuf-cpp-lite-3.9.1.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so;16 libraries
libxml.so,34,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];liblog.so;libdiag.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;7 libraries
libxtadapter.so,11,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libgps.utils.so;liblog.so;libloc_core.so;libizat_core.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
libxtwifi_server_protocol.so,1406,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;libasn1cper.so;libasn1crt.so;libasn1crtx.so;libloc_core.so;libgps.utils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;11 libraries
libxtwifi_server_protocol_uri_v3.so,1972,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libgps.utils.so;libizat_core.so;libasn1cper.so;libasn1crt.so;libasn1crtx.so;libc++.so;libc.so;libm.so;libdl.so;11 libraries
qcrild_librilutils.so,7,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libc++.so;libc.so;libm.so;libdl.so;4 libraries
qtibus.so,57,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];qtimutex.so;libqcrilFramework.so;libril-qc-logger.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
qtimutex.so,51,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libc.so;libm.so;libdl.so;5 libraries
sensors.ssc.so,695,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;libcutils.so;liblog.so;libhardware.so;libsensor1.so;libsensor_reg.so;libdiag.so;libpower.so;libc++.so;libc.so;libm.so;libdl.so;12 libraries
sound_trigger.primary.msm8937.so,134,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libcutils.so;libtinyalsa.so;libaudioroute.so;libexpat.so;libhardware_legacy.so;libc++.so;libc.so;libm.so;libdl.so;10 libraries
